street_name,category,polyline
Island Club Road,Tropical Wildlife,aqiGqxrxRb@Up@MpAM~Bc@x@Qh@ORIRIXYXUNMb@[NI^MVKTK`@WfAs@TQTUTw@HUFIVUVQhAi@HCx@]fA]x@_@r@e@|@u@b@[b@g@j@a@h@U\URSRWVo@Pm@Ro@DWBU?Q@OwWkXEYEU?S@SDi@Fq@F{@J{@?GDa@@c@Ca@G]IYk@qAMWK[Mq@Ca@B_ADgAFiC@}@?C@OAQCa@Ea@Mi@Qu@|Ofs@s@q@tJzEAIEIEEMIMEyBq@sBo@OGwBoBm@i@{@e@{Ae@y@_@u@_@nVfREKM]CMAO@yAkVuMMQmB_j@CGvBph@?k@
Island Gardens Walk,Gardens And Parks,w}hGm~uxRGYESAIIa@GYS{@Uy@Ka@~AbHAGCI
Ite College Central,Educational Institutions,
Ivory Heights,Luxury Residential,_ldGqscxRDZZPZ?lBe@dDaBnD_C~FmFjCaCNe@?m@}CwBg@UqAGKHEr@Ql@y@tA_Av@?~FMTQVYLQBgC?mDCaAhBc@hACl@
J-Link,Hi-tech,encGesdxRe@oE?G`BxNKyA
J-Walk,Pop Culture,ohcG{kexR|@cBs@hFBSwDvBISkCqEi@oAKIj@kCbAeArGH_@[iAKQE_Lp@DkC^m@nHnPIDOFxFbAv@a@h@W|@i@IK?G?GBGDGd@c@eVwFlAZB@hDrPSL}@sB@UpCeBsI{JlD`AFP@N?VM^EHKJhCxErBz]A[?I
Jacaranda Road,Floral Names,epkG}uuxREmBv@`EU_@e@}F?G
Jago Close,Historical Figures,_k~FcneyRBADCBA@AnDiBvDoBb@UgFjCi@XID}C`BFEd@SA@C@CBC@ULGBn@a@
Jalan Adat,Cultural Heritage,imbGk{sxR?EF_A\oE
Jalan Afifi,Islamic Heritage,yaaGmjbyRMs@ACACC?f@`CCQmDuAE?b@EdBSu@H
Jalan Ahmad Ibrahim,Islamic Figure,yzeG}aqwRNOtpA{qAUTONSTuGhHMLc@d@tiAspAHQBE\k@p@eBR}@F]uBeqE?gBLkBXoEPiDFeAr@rmF}@dAIy_B?P@`AwAl@CkAAg@?MlBgjBM`@GR?Z?L?^lB_zAAKAU?UHo@~CdAF^oPky@EYpClAAZBXHn@~@hG|AxKPxBc{C`bNWZGFIDIBE@G@I?G?IEGEEGAEAEAK@GDQ~t@ku@_GnGeBhBi@l@MLiBrAcXxZ}B~By@|@c@d@UXjW_Z?HABCDiB~Bm@r@fLwOFQFKFG\e@jCwCzHqIJMvfBsnDISESEc@o@kLkJekHT|AzAdKgF}Ru@gF`I`m@@UC}@]iCjIrsC?`@?`@BVHV}mCtcJ[\YZ~tCkeLGlACdAsGbxCE_@CqEFbV?EA{@?_@zAP@hA?DxBseEC_@E[Kq@OsAi@eEvALf@hDwFgU{@oGqAsJpNzw@[pAM~@OrDepAj_JJMfBkBvDuD|DqDji@e~LejCrcPjBoBbBiBtxCotKOdCYnGKpCK|CmCrgFa@VEBSN{DfDmnCtvCOVMV|PcVzCcD`EuDlsBk~MAi@fN~s@BPDP^|AXlAoGpeBDnC?\A\C~CuAmC?Q?[?mB?{EAiE?IC[Mc@EYlBr[AfM?jH@rI@z@?DC~EFrI}AmP?_A?ga@@O?oA@cB|BvcBBJF~@JtBB`BBtCHrE\`NHfBx@pSNtCAfAEz@Ib@[xBMd@aB_c@GiAe@}Mk@wQWsJvBrq@EiABglEjA_ZPmCBoB?eBSnf@aO_{BKk@e@qDWqBS}ArHj\Td@HV@BBNcDuQmHi\SqA]wCYgDtXf|BcBxkEPyhDoHemBFj@[eCPrAkATUeBhMj|HsAXASbB_xFtA~TATyD}e@g@oCq@aGeDqU_@o@CIxHl_COjDEp@}C{gCBT?PhExyBG`BbDahAmGoWrDr`@AIIw@ESaJudAHl@jCnkDGzy@BwA?lY@yEtAwe@Aj@bAqjBD}CLeAkOwoBhFzQlNp`A?VknBjkKl@q@_@b@zdBkkHAV@dApA~iDO_HM_Fj@x_@_Bw~DFfmACvA?bB|BpfA^fJ{T{sJz@vF@TV|Ae@`EjSp~Bq@gNSnE_cB~lJxa@ac@q@t@lD{D~AuAIHIFs@p@tAsA^a@fPwQSVWVwC|CqBxBsB`CrN_PhVmWeAxAsBzBqHdHiAjAgBrB{jBfqBvDkEaAfAfjC_{CunArxAuVtWhJeK|tA}gHN]No@DaAFwA_@ro@EmDBx]vA{v@wqAvzGoDrDmCpCYVljAqtNR\wAo@
Jalan Ahmad Ibrahim Bridge,Historical Figure,iebGcmcxRxB_@`@lCwB^
Jalan Ampang,Malay Heritage,g|`GggoxREACAOMeB|A~AyAwBoCEDu@n@nJGqBlBC@E?kHwGEG
Jalan Ampas,Riverine,a|aGekzxRGGUQ{GeFJHn@d@vAfAZe@fF~FEECAII[WQOqC}BMKzAnA_@[kA_AqA_AXR|ByALSXc@s@lF
Jalan Anak Bukit,Hillside Kids' Lane,cqdGgklxRI?U@aAJe@PWRUXUZbOc@}Cy@oAUs@Gw@?k@H]F{[xUTS|h@{STFw\|GzBsBNT_ChBvDwDbAq@v@k@TMb@UgPzMwBdBgAnAy@hAK\vPwQxBaBz@k@RKXOx@_@TKeKxGZW\WrJgF^Gr@Gx@?t@DnAVh@LrBj@mMg@YPmY|Sbe@iU`@Jeg@rXhj@oUSIu^vJuB`BgA|@~JeIWPi@c@wNbQKVld@{[r@N_Ea@p@?kT~KnAcAdXkFkA[kAUe@ESAyKfFMDWJYNUNGDoM|KWXc@p@b\wXRCeXrQvBiB|NaHSR[RcAVEB|SwDHBQn@_@IqMYEBWV_At@MJSL{@`@YPmQxMtA_BkAfBf@o@h@m@|D_DlOcLb@MgKjIfImEIJbNiA
Jalan Anak Patong,Malay Heritage,e}bGmrlyRULGBE@I@E?I?I?y@GOGKGSQg@a@~F\MJ
Jalan Anggerek,Malay Names,edcG_p`yR^GRCH?NAJ@N@`AHT@~DZH@HBLDfLpHPNB?HDyQcJN@R@P@NBL@P@x@XNHJFNJJFb@XNJfAn@rA|@}PuFqCJnStDF@x@@xDBL?
Jalan Angin Laut,Maritime,mpdGewnyRqA`@i@PBFXz@H{A_@cAxBn@Tt@EgACEUs@`CJAEIQvPrTCE[w@gD{VIBq@nFACeAeDCIiObFIBvRwGSHjG~XEM}DeLeAeDtCzI{MsN
Jalan Angklong,Plantation Trail,geiG}{uxRIEEGCK?MAa@?R~@iFYx@Ur@IVAH?HA\jAuE
Jalan Antoi,Fruits,mpmGca_yRB@rAvABB|AbBDF
Jalan Arif,Arabic-Inspired,{ziGwy`yRw@]SIMAU@yAj@mDtBPeB|C?PpE@BB@p@LgDmBc@fB]Gx@qE\?{BlEHu@MrAh@wFFe@dC^yBwA~JhBEC
Jalan Arnap,Historical Figures,c}|FysuxR@c@?e@ASCe@M_@OW[]}AqAcAw@c@]o@[tFfQHKVg@La@DY}C~E_FgV
Jalan Aruan,Malay Heritage,}j_GuvxxRCECq@ACACC?cCJ
Jalan Asas,Historical Figures,eqhGaejxR{A@qB@Q?u@IQIAMJo@bUeAKHa@TA@v@g@EqBBj@sDpHGi@J~@AKOuBFr@iCc@y@Dc@@xEUsNgCDGFAbQzAy@h@MFOv@Ck@
Jalan Asuhan,Religious,yibGyzsxREl@C~ADRAl@b@iMUdE
Jalan Atira 1,Historical Figures,
Jalan Atira 2,Avenue,
Jalan Atira 6,Historic Namesake,
Jalan Awang,Historic Figures,kpaGmceyR?FCt@ANR}F?JIrB
Jalan Awang Interim Park,Temporary Greenery,qpaGqaeyRDcAm@CE`A
Jalan Ayer,River,kb_Gyr~xRAKAcAAOPfCCK
Jalan Ayer Rimba,Nature Trail,
Jalan Azam,Islamic,ou~F_|gyRo@kBCG
Jalan Bahagia,Bahagia,}ibG}h{xRvAl@nPoSkAeAUM}AaBEGKEKAIAI?IBKDIHW^gE`Gw@fAoBvHMlA@JBHj@uHAJANUzB|AuFUJMDzM{HqN`IQDfGoG[d@rAkBOR~C}@Z\yEdAeA|AcF|LjChEoByLBJ?L@Jg@bIFD
Jalan Bahagia Community Garden,Community Gardening,ubbGex{xRj@^NUk@]
Jalan Bahar,Historical Figures,safG_|}wR]PefDr|@h@HncBfAi@^eBhAg@Tc@LhGoEpAcAXWj@k@fAyAv@uAf@y@z[cd@y@h@u@l@o@r@m@v@g@z@e\fg@o@b@g`BVjAV~D`A`@Hj@Hl@Ft@Dv@DaT_Dg@Kb`@tEOK?CDIrH\JJBHAD`@M|@Rj@PTJnElBl@ZkN}DmAI_@CpJfB}Am@pu@uEXOVMXODEdKkMdAuArM{SjAkBj@_AgmBnp@_BEy@Ew@Gs@Ig@IgFeAhbBcE]^ghBz@p@Nv@n@k@QcAWr}Cmz@fAi@`@SkQjIQFhSuIYL_Ab@KDiPlGLIxF{Bd@S`Bq@h@UiuBh_At@Ft|@wDp~@}}@ISLGgp@hl@iAjCcAdBgAfBgAxAku@`Pfi@sHdA]|Q_RU\lAmBYb@sN|Qwn@pK{n@cJtU~B|EOuJKxCBllBgt@j@g@d@Yt@a@cVj[hByCkD|FlEoHNSnQ{SaVv[ILEDpWq]p@[NNy@\zDsBc`@`c@@b@?OMTpg@mg@oDzAWJOFuAj@wSzRaDjGm@~@nJmOk@~@GJuD~Fy@tA|XkZ|@s@gVhTjHuKg@l@cEpGLUHKoAlBkaAhq@j@\pAf@tA`@~@PpBd@VDNZUC_Cc@qCs@c@Ma@OhMkAMVa@~@Y~@ADGRlOwMuAVi@Ly@Z}@d@qB`By@~@aBlBXs@Zk@Ta@j@{@f@i@t@q@fAu@~@g@jAc@pC{@iQzN
Jalan Bahar 66Kv Substation,Power Infrastructure,
Jalan Bahar Clay Studios,Clay Art Studios,qagGio{wRJ]VHLg@hBf@Sv@]KEL
Jalan Bahar Heavy Vehicle Park,Heavy Vehicle,shfGod}wRRC@RPANEnBgAFIBK@E?CAGCEGQAAwE}Lu@X
Jalan Bahasa,Language And Culture,oebGoatxRy@Mq@UtG`HDu@Ba@Bq@OKCGAGAWAMSWYQsQf@IBgBp@dCaAKFhJqAaBk@Y?K?[Fy@`@s@^zPdC
Jalan Bahtera,Maritime,{{wGo~|wRi@a@WUKKxbAeGH[@EhAeBxAsBNITEzEQV?V?fB\zEp@NIJMf@_B{n@n_@sD~@a@BkBQ[?a@BYD{EjAw@Li@@y@Kc@IUKmDcDiBgB~nA_WJ?dBaDDKDKo_BzReDuFl|@dOHMpDsDzB}BR_@Z{@H_@wNhPxBaB
Jalan Baiduri,Tropical Botanical,eb_G{dfyRCKEa@{AqLEGKByAb@GB|E~L
Jalan Bangau,Bird-Themed,gamGmk~xRMAcJ}@
Jalan Bangket,Rural Artifacts,yudG{plxRc@k@AAMMGGCCEEA?oAcA_@YnEfECE
Jalan Bangsawan,Malay Royalty,a|`GkqhyRMAkBEu@CQAC?EAGACACCCEEEEMOa@CIfDwADJ?@dBrEwGsC
Jalan Basong,Historical Figures,sk{GigwxR`@c@n@sADMyBbDFG
Jalan Batai,Historical Figures,ypjGq`vxRiAC]Ag@A[AqBCa@?
Jalan Batalong,Historical Figures,i}hGglpyRJAFAVEHCHE~B_BPQXU
Jalan Batalong East,Historical Figures,idiGakqyRRPrAhAxArA
Jalan Batu,Historical Figures,yb}F{s`yRGFONeCpC]`@GDjCyC
Jalan Batu Ferringgi,Southeast Asian History,
Jalan Batu Koyok,Tropical Flora,qdsGc{~yRb@b@NDl@@PBLJr@hAFV?N
Jalan Batu Nilam,Floral Path,eghGk|hxR]Si@[e@[mBoAzHdE[IkKgG_@WQIGGw@e@]UMItD~BvLnGMC
Jalan Batu Park,Parkway,yk}F}u`yRp@r@DBD?DCd@i@BC?C?GACKIAAC?yAHA@?B?B
Jalan Batu Ubin,Island Living,i_rGe{qyR_@Je@NUHQNKNWl@Iz@ApAF`APn@|@jBt@lB``@wJHZLh@F^?LGPMVa@~@_@zA?Nd@yBsX`LbAAfALf@DVHNN`@Rf@Tf@Z^\TX~@~@j@p@p@x@kVcPl@vAb@x@ZV^PlZaEFF
Jalan Belang,Tropical Flowers,}rlG}mtxRMJEAEAUFQE{PcT|@n@zB~AtDbDHRXn@yDqEnAx@f@VnDrHd@n@lAtA
Jalan Belangkas,Marine Life,afcGmx`yRZEJ@fFJJ@dAHuJObTz@bAFn@BqR{AB?f@DD@rHl@kHk@mCCXGr@@mBR[DSB
Jalan Belibas,Rural Life,mygGiawxRn@gCJ_@
Jalan Bena,Historical,mogGqiqyRJQ@GBGBQ@SDcB@[@MBIBCd@w@q@vC
Jalan Benaan Kapal,Historical figure,m_}Fqt_yRHYAQyTmR`Aa@JIJIDM@G@IAo@a@~BX?LBF@FBjAv@MS]_@Oa@EMqDgHe@a@i@e@GCGAO@O@lA`MdA[zBwCEOY{@c@k@QMfR~Ui@cAg@k@hBzCkNaNVT{@sB
Jalan Bendahara,Historical Figures,
Jalan Beringin,Tropical Trees,yt}FoycyR@D@@|AnE@DADCBC@gBj@wEoDAEs@mBOW
Jalan Berjaya,SUCCESS STREET,}dgGgnyxRAa@Qu@GE`ClNsBFxBuKL?oIjEhEM?lBqELvEkF{FvI
Jalan Berseh,Historical Figures,gg~Fkv{xRBCnA_BoEhFEFzBeCQR[\IHwA~AKLML
Jalan Besar,Historical Figures,cv~Fkv{xRVLpAt@a_@oPNLPLXLp@Z`BXlAP|@Nhj@pZ\Pr@b@PJv@b@qEgCXNFDq[oQdBfADBnDnBp@^|CfBf@XrSdLh@XB@LHTLLHiCyAmVaNhH`EFD^P}]gShAt@mGaD^Hj@TPHdFzCHDoDwBkJgChl@jYe@WiDkBr@b@{EoCwVuNmHcBHBtHjBXPtCdBGEjf@nX}AsBOPCAQXgAm@OVoAs@LW}@i@Ta@LFl@m@PNMJFFY\fCxAp@m@h@h@]ZqIaDqEgC
Jalan Besar Community Club,Sports & Recreation,{m~Fqn|xRKHE?EEGFQQFGACf@e@ACHIRRGFBB@?B?NPBARTA@@@BA^XC@NLAB??DCBBEFLHGHQMBCSQ??_@[@AMKABKI@CCACBA?@DMFCCCB
Jalan Besar Stadium,Sports Facility,gy~Fkl|xR_EdDbClCo@v@h@l@lFsF
Jalan Besut,Malay Villages,ml`G_taxRIHCCa@J^hIH_@ZgBdBwIO`AhDcLYv@vBuGCJWv@mBzF]fAe@rACHcClELIl@m@[^c@rFHc@XwA`@kBYlA`GkSM\Sn@sCpIyJhEy@A{BCi@AhILh@?
Jalan Bilal,Islamic Heritage,cfaGasnyRGb@EnATrACwE
Jalan Binchang,Historical Figures,sagG{`yxR@b@Bj@uGmXp@~BLEfBm@qIzBr@dAXsC~@hAxEsDKSOg@IQ`ALKDE@EDAPAH`BxHIrCcAmKjA|D@P?Vq@aD\jAJZKxMgAaS_JjFnLrD?JARGjAAfAe@sPBLI[
Jalan Bingka,Baked Goods Street,c}dGcrlxRFBLFh@^HHHHJLBDn@~@BB
Jalan Binjai,Tropical Plant,kz}Fk|cyRPf@\~@Nf@
Jalan Bintang Tiga,Tropical Stars,efaGq|hyRBFhB~E
Jalan Boon Lay,Food Street,ibeGeq~wRgBbAk\~QZQrm@k[f@C`BIlBAP@ljB_AeDb@Ga@hCYZGs|ApDpAZxAXiFi@MAm@KIA_C_@[EC?{AIC?wd@hNJG`@W]r@MHbc@iOE?sB@qAFdGc@B@xAJ^B^Fae@~K_@VptAsB[@cBD`]wGv@O~DMtCa@xB]hEIq@HmqBpATIJ^UHbo@zD}Cg@{Ck@cAQq@Mcb@aAy@Xke@lWl@_@`HaDqDvB|KyGk@^kNhIWLIFxj@kZUFk@J}CbAy@^IBs^nS|D_CfAm@bAm@vFkD`BeAhAu@VOf~BiJn@IokCzRz@g@LGrr@wKe@Iw@M`|@`Bi@H_@HdQwC}@LaHfAkhBlEdqAk@jAMuU[rB\`BTtBNcnAfDc@XpY_Ni@H}F`An@W|@[hWWx@LLBnr@rEUBE]REgkAcEh@M~mBsAHb@ovC`ZBZ|mByQTEqn@mElv@lDo@J_@Fu@QfCg@wwAFhAmA}NxIeCzBddB}H_Cb@{[}AuTaEaQITE`ARnq@tHq@IsAO|NRuFLk@As@AKA{Dc@qlAtG|o@cPFJBD?Dq^bCz@i@bd@Sr[dEn@?rYuE`Ca@}F`BjSeC_PhCmHrA{AGd@I{}AvEhpAeChBK
Jalan Bukit Ho Swee,Historical Figures,clzFonvxRHm@Bk@Dk@@K?[@YAUE_@Ic@Ie@?CCm@WpRE[?C?MBQB_@uBjTFUHUFSJWBIkAfJ@SrCkMHOFK@IBK@I@M?OmDbO@UhDql@?K?g@Bl]?KAa@?MKsAC[yC~SFuA?E@G~@_DpCuf@MFKNAL?\BT?X[mAESEIMKu@`f@DER_@r@{_@GtM@EDa@a@rQJeNJy@oChW@CBM
Jalan Bukit Merah,Historical Landmark,{jyFubuxRFSl_@mz@GJEHMPIJKLGNOZ}\xx@ELqb@vvBNKn@q@jo@osCBK?OASCOGMSQ|ARK?I?YAUEfBFEi@NZsPb_@gIjVFUmBbLIb@AJ_@rBaU~oAh@AUXnt@yzCDKd@cAXc@sSnd@uQdz@AHIf@sCdNh@_Dn@wDyErl@AHQz@`H_u@FW~Ost@Vq@PP[~@e@tAUl@Wt@Un@oZ`iBs@v@zd@i`CnAwCwBlFXs@fG{NJSuHvSIPQh@~IqTKRCFO\jHeNOVg@bAEJdFiPFQsc@flAH[VmAp@sCLc@`@wAkWddBN]La@DSmAhCTUpAcEDc@J_ABe@JaB?EBk@tIas@Lu@@CfBkKJi@VyArh@ywAN[HMHOcCrFHQL\MXCDEJ^}@uDlLINb@mCD[Rw@sArEHMpCoHGNc@pAWjASx@mGnM_AbBJoAXm@d@cAuEdMWn@Wn@v@mBYKz@qBaA|BaBvFGNYt@eCdHJ_BoGbTp@gA[nAENGVCLSx@xb@yiAUKoq@reCATCl@Cj@k@hBLqBYfOGt@NcLB[^CGz@IxA?HTaECZk@|AmAfSGJ]p@KPxm@esCYnBgOp\`CcF`GoPtDgHy`@fsAWxAUrACNnG_^CLc@rBERAJmMl_AG|A_@xFGf@tr@izCX_ARe@aBbGUn@L_@{d@`wAKn@Ox@tJif@x@mCaKdc@ZkBy@vEjH_\GRlb@ofAUh@ms@jfC?FCTJ_BbHqb@uD`RDQXgBgJ|w@tB{PDo@nd@itBvQob@yVdl@{]h~ABS]lO_@ExOgiA|CwKSv@sNxu@Ox@iHll@vAaC|@{FvTe}A}Nbw@eCfOBUrDgTCNQ|@l@qF^wBuDpVKz@vHad@Id@Kn@aKxr@De@dNw}@u@tBBK?AuJdl@JkAHk@tYgpAj\_x@DIHK]f@w@xAkBdG
Jalan Buloh Perindu,Rural Allusions,uq~FedhyRAC?ACCA?C?yAPC@CBA@?DPxAd@bDAIa@qCgHzBiA^UHtPrBSgCCKkBRr@Ij@GgPh@IB~K{DaAZGBaBl@I@EB`Bm@EBgA`@tAg@sBr@eA`@G@C@C@iBn@GB
Jalan Bumbong,Traditional Structures,qlsGm_hxRBODQhAqADEbAuC}@gBqDsCIGrD`UoAyCpDoFlAoABCiDlDgE{K_DcCKIGE{AoAzO~`@EITwO
Jalan Bundusan,Tropical Botany,
Jalan Bunga Rampai,Tropical Blooms,mndG}p`yRIFMDMCOK[_@uCyEMWIQIMUe@IMAEa@u@GIAI?GdShE_@x@MTaAHI@cK}@CE|JbA_AJwEnAMQMSUe@vFDKNIL_KcHLVvB`ESa@
Jalan Buroh,Rural Heritage,uh_G{vbxRpKcdDJJX^\h@sU|lIMrBUgEGi@Y}A[cBfFeiCvd@iaD{GqHwAaBpBjAzGnHdBpBcmAfdFECmCkGrdBe~DBTFhAB|AAjAIhA?H}N}c@vA|AjJvRIa@a@uAa@qAi@mAoHuJqm@lxCeG~k@YlBMrACn@AF?v@DnBFnBJtBDpA@JTu\h@}EBUJq@DYhCwNS~AEVzTsxAa@f@_@f@_@v@c@~@Sl@lYkZfCeBjD_DV[mz@r~DI}CAKx@~O?z@]y@?yACuCzh@ipFd@St@[p@Wj@Eh@@^DPDh@XxHhFFBLANGg^mc@EGi@u@uNnuCa@pDQrArA}LOpA_AjEh@qELoAdC_T`@kCN{@T_ANg@Bn@Qz@O|@a@hCbBcKr@_Bz@oAgTbzAId@KqAR}AkCfkAHlC~UmxG_@m@VS}[|yJCV]CBWn@yAMfA_@AH_AHo@tEkiA?`CAp@ArCAtDAL?~@FzBDn@Hx@rYm}H`a@~lAs@fAUXXyAV[m|@~sEB}@A_@Ay@zCzm@V|@QEECGAEAI@aDsmB?Ep@iBUnB?B_@PXDCTm@~AReBTfw@GcD?I?}@{YmTE?h[laAASMyAEcAA}@?}A?Q?{BhArOJh@`@zBHb@Hz@[pFCPQlAwAvJi@rCrBkRHs@DWD]FiA?aA_Dr[ALo@jDRyDLw@j@eDdAiHoD~WbCscA?}A_A{m@?CIoBIoBAaA\dKQ_RLcAxDu[Kx@\CAHKz@}@dH_@xC`CuVFi@@OFa@B[R_B|Dq\QvFbPo{@rBcB~D}CzXuVnAaD\uBoA`HuFbHWRiB~AeDdCnSuXg@vBP_E@e@Bo@@{@KoD?QiEgNcAuA|AdAz@~AnAfDsEcJLPFHgc@ef@OU~@pAfHnH`@`@VXmHkHgYxtGJdBDTLRFF}@o@{@{OOyEAa@GkB\tKdm@ojDWNIFUa@Ex@eChBwDtCmLfWUfBCLqUxbFGokB[@tSuqB\_C@MhKaXv\oWw]arA|@rAX`@`AjA`b@|k@DRBL}`AlyC[bCD[z`Aa_D{qAziEnMnDBz@NdF@b@OxEiS_UjS|o@?aA?e@?rChs@}sGrNtXgzAbhEfT|eB@GW_uB?y@By@Hxq@XMTQPS
Jalan Chan Chin Mooi,Chinese Names,
Jalan Chegar,Plantation,klgGg~wxREM?QHWjBaAuAdDEG
Jalan Chelagi,Malay Heritage,k|hGkupyRiAoAEKEMAOFIbD~EC@IFiAaBIDnDdDCCuEeC`@zB
Jalan Chempah,Historic Figures,ongGubxxRDBHBH?H?OHQHCBCDrAu@|@c@
Jalan Chempaka Kuning,Botanical,isbGcwmyR{@yAEGlCdFCGWe@gCsDc@XKHoGlHBFlI_JEAC@oGlECEg@gAoEpGEBiAx@@Dp@`A@NvIk@JJgMUOJIFxJeCNTs@_Ag@w@r@bARXnAfBJN}CyEnFyD}BxINT{A{BAC
Jalan Chempaka Puteh,Floral and Botanical,y|bGyomyR@AfCgBvB}A^WLI
Jalan Chempedak,Tropical Fruits,_`kGmevxRF?HALAFADAhAFjCJnCLfAF
Jalan Chengam,Folk Villages,uokG_wvxRjD@b@BTBhFhAfCl@fCj@fCh@u[wEJ?
Jalan Chengkek,Historical Figures,stbGg|`yR}BUsBOYCeAIsAKW@C?lQnAEArAJ]EsDU
Jalan Chermai,Orchid-related,msmGiv~xRGH]b@CB?Bg@xB
Jalan Chermat,Raffles Park Roads,wwfGqn_yRECoBaCgAuAY]EE
Jalan Cherpen,Fruit Trees,_ywGsruxRF?bBPf@ELCJOFk@Dq@@e@CQKUq@_AGGKGaAOEBcB~@EB
Jalan Chorak,Historical,awhGol`yRrA`B
Jalan Chulek,Southeast Asian Streets,k{iGwo}xR?cAACAkBf@@@A?A@wA?Si@vEAcB
Jalan Daliah,Historical Figures,sk|FswayRRCNGJETAnAHbC?QFkHILB
Jalan Damai,Peaceful Path,wfcGayeyRaB?Q?_@@sEbDCdB@yBACEAy@JlKGFsAiCdAEp@ARiA[FaAzFzADA@IJkByEbBE?OAGAqA}C@R?DuFZMB|Tu@MCmDpD}@y@tEyBIA_@CgN`@QB{ATzDk@OBdB|E^sFbAN?HaDfCDC_AeCnG~Ay@c@
Jalan Darat Nanas,Tropical Fruits,oohGkcsyRLJlHdF
Jalan Datoh,Plant Name,qsbGqzxxRDHFDjCPBJD@f@?hJ?GGKAc@@cIGRA`CAl@AyGH^AzIK~@?JCDEoD\{@@dAQ~@Ni@?eCBcGWJBXHV?
Jalan Daud,Islamic,w|aG_neyR_@gCq@{EIa@?g@A]Aq@AY@_AAe@jD~\Gg@SsAIe@E[aCsW?S\vJEYb@|C?CAAy@yNAI
Jalan Daud Interim Park,Temporary Green Space,o{aG}geyR\zBA???A???A???A??AA???AAA??AA?CEcAgB
Jalan Daud Park,Parkland Avenue,}{aG{ieyRKq@s@HEYu@Nf@|@
Jalan Demak,Islamic,gteGawoyRb@iB|@iELo@BMe@hC
Jalan Dermawan,Islamic,kthGwkhxRAbAB\FVP\NPV\yFiJnA?H@N@b@Hp@LD?sD|BJDH@V?P?~CnEa@b@o@b@dDcKpBx@D@sB`ID@BANGDA@@l@d@uEkHdAJXDNFxD}REHiDfFIPu@tAYx@KjA`AbJqBcFD?
Jalan Derum,Floral Theme,aoxGa~txR[Ji@PMDl@S_Bf@
Jalan Diana 1,Historical Figures,
Jalan Dinding,Historical Figures,alsGighxRGHaBpB_@b@IL
Jalan Dondang Sayang,Romantic Malay,uz~F_~gyRCIk@yA
Jalan Dua,Numbered Streets,qu~FgxayRADAB?F@TrAcAe@FYDCBC@EB@pALbAzB{DSBMBg@rLFp@BLw@cHD^Fb@BT
Jalan Durian,Fruits,gtrG_pryRF{@Ry@Vo@ZyANmA@q@@qBFgARyA\oDl@yAYi@GU?UBYAQIaAQc@Gi@@YTcBRsC\uAVk@NSDIHOAs@Zo@\]NG`BWTGTK`@U~Ac@j@[ZWFMD]@u@DYIw@Ig@Iy@A{@EYc@}@yAuAMSc@gAYi@{@kBUa@Oi@Kk@_Ed|@BWHUNMb@U
Jalan Dusun,Tropical Garden,wobGi_yxRY@E@CD~MSQ@mMvADnAtLgDM?W@wKX?\nDs@a@?U?e@@hGCS?`@AeA@wGtDBHzE_E
Jalan Dusun Hdb,Housing Development Board,
Jalan Elok,Tropical Flora,ma~F{kwxRGf@EHMFa@FQ@I?EGEQCi@Co@zBMG^AH
Jalan Emas Urai,Precious Metal,gejGotjxR`@{@@K?GCQGIOSSOOKECs@tBdDtATJ
Jalan Empat,Four Streets,qm~Fk{`yRZz@Tp@gA{CBFxA~DwAyDhB~EB@
Jalan Enam,Narrow Streets,_e~FsfayRIJOH[J_D~ADOBG@A`C{@c@NuAd@
Jalan Endut Senin,Malay Day Names,{sqGo}oyR?S_Ejk@t@HhAL^@PCNInAcAf@]TONSh@cB@WCUK_@Um@Ua@KKyBm`@C_@Ms@mKxk@r@l@^Pp@VNDfHue@QoAjAx[IIGKEWAq@W{@Go@GgBAqAsRfXDOPWZg@HMRi@LKLET?PDXPtMkVJcADo@GkDCa@
Jalan Enggang,Jalan Enggang,}ftGmc{wRaEaAWIKMISg@wCO]hYv\cAOq@U[WW[c@u@eAyBQYU_@O[aA}EO]OQ[I
Jalan Eunos,Malay Heritage,urbGa~dyRj@_@p@]~@[tbAjB]@woAyEFG@AJIx\jBc@OYKti@tCP?T?as@cC}APw@RUHnLwA|@FcET}@@qAWZCj@CTA~k@fEuAGgDMwUaBwCSiD{@~@l@i@G{@AGc@zLn@nALd@DfAHxN`AdBHkLq@f@DR@tBLL@pLl@oDQH@T@bAFyHBm@EcCMcBMvU~@a@@cv@_Df@MkDlBqAv@nd@eAy@GuAM{AKKAEGCODI~F\F@N@p@F_q@{B|_@j@nAHaFMv[vC`Mf@_@?g}@@DEd@a@zfAMD?PAyA`@a@BcdAb@GDlaA{@f@CP?e}@cAQHb}@rAse@yCwWcAd@ByAIXD`CHbABuH[cCA\?\@R?cDMLCb@FfO`Azz@pCn@EuWFwu@sEEDCD?JAFpu@jC_^{B
Jalan Eunos Interim Park,Park,evaGobeyRaAGEACAE?CAEA?k@pAD
Jalan Gaharu,Tropical Timber,{xdGqylxRABUXmAnBa@~AqCaHDBPL`ChBdAAqBfGCLxAqF@CCF
Jalan Gajus,Historical Figures,yv}F}}cyR\bA`@hA
